epoch #     train loss      train R2      test R2
 0   4.6522981723149615  -2.7112746238708496   -0.23209691047668457
 1   1.08509189922076  0.13727301359176636   0.05501425266265869
 2   0.9846502462258706  0.21789836883544922   0.14203882217407227
 3   0.9555397629737854  0.2397555112838745   0.10660535097122192
 4   0.9694983894244219  0.23603296279907227   0.1408545970916748
 5   0.9343840930706415  0.25807464122772217   0.053885817527770996
 6   0.9245766531198453  0.26493048667907715   0.08120793104171753
 7   0.9414975444475809  0.2532604932785034   0.21050631999969482
 8   0.9208333488458242  0.26577162742614746   0.03803753852844238
 9   0.9469476047998819  0.24591541290283203   0.17066138982772827
 10   0.8877712182509594  0.29527175426483154   0.12126374244689941
 11   0.9042248003757917  0.281238853931427   0.23259788751602173
 12   0.8793742488592099  0.3011544346809387   0.23200654983520508
 13   0.8789678185414045  0.3018335700035095   0.22910094261169434
 14   0.9240789283544589  0.2688751220703125   0.24349623918533325
 15   0.9250574329724679  0.2720884084701538   0.22954261302947998
 16   0.8658173703230344  0.3115578889846802   0.21965855360031128
 17   0.84692738033258  0.32628387212753296   0.11947959661483765
 18   0.8560791951723588  0.32000553607940674   0.26923060417175293
 19   0.8607002790921774  0.3219924569129944   0.27140456438064575
 20   0.8460734230585587  0.32708585262298584   -0.022633075714111328
 21   0.8859309523533552  0.29619526863098145   0.23988747596740723
 22   1.0058423108779466  0.19940370321273804   0.25366175174713135
 23   0.8614466878084036  0.31722307205200195   0.23781239986419678
 24   0.8085885789149847  0.3572511076927185   0.2806904911994934
 25   0.8705179846057525  0.3106808662414551   0.19387805461883545
 26   0.834696230215904  0.3348187804222107   0.176374614238739
 27   0.7997616697580386  0.3635658025741577   0.2973644733428955
 28   0.8323646455239027  0.34052377939224243   0.1993137001991272
 29   0.8007224595699555  0.3634047508239746   -0.056229233741760254
 30   0.840989907964682  0.3313133716583252   0.24875736236572266
 31   0.8019989255147103  0.3652046322822571   0.33050137758255005
 32   0.8226333336952405  0.34570205211639404   0.3244325518608093
 33   0.7425392808822485  0.41044729948043823   0.3087804317474365
 34   0.7725138851465323  0.3904241919517517   0.3305072784423828
 35   0.7609201386953012  0.39405107498168945   0.3467403054237366
 36   0.7505025508312079  0.4032915234565735   0.28020042181015015
 37   0.7662399980502251  0.3906729817390442   0.20370334386825562
 38   0.8160820767665521  0.3503827452659607   0.3471243977546692
 39   0.7447320562906754  0.40814751386642456   0.3650021553039551
 40   0.711251481794394  0.434512197971344   0.23895317316055298
 41   0.7043077319096296  0.4396934509277344   0.3283873200416565
 42   0.7340386322675607  0.4159444570541382   0.38738489151000977
 43   0.715607701585843  0.4304482340812683   0.3486101031303406
 44   0.747706471536404  0.4038379192352295   0.39848530292510986
 45   0.6957836451056676  0.44794023036956787   0.34862399101257324
 46   0.7341176305825894  0.4158114790916443   0.3839300274848938
 47   0.7033705539428271  0.440207839012146   0.31705403327941895
 48   0.6912423857511618  0.45079904794692993   0.39176905155181885
 49   0.7103318751622469  0.4352467656135559   0.1697278618812561
 50   0.7314379199957236  0.41731423139572144   0.39258235692977905
 51   0.7012583697453524  0.44388097524642944   0.416795015335083
 52   0.6685750413781557  0.47097522020339966   0.4269126057624817
 53   0.661189520970369  0.475604772567749   0.4078049063682556
 54   0.7766734055983715  0.38155919313430786   0.4265608787536621
 55   0.6536677510310442  0.4808580279350281   0.4297679662704468
